2459496511,Malphite,4,7,13,12421,Lee Sin,10,3,18,16379,Lissandra,11,3,11,15687,Ezreal,8,3,14,14055,Galio,3,3,15,10732,Teemo,6,7,6,11553,Gragas,2,9,9,10244,Orianna,10,7,2,14962,Lucian,1,7,8,11561,Taric,0,6,12,8405,1
2459482152,Swain,0,2,1,6841,Hecarim,7,4,4,9400,Zed,2,7,2,6844,Lucian,2,8,3,7355,Janna,1,1,4,5315,Rumble,5,2,3,9214,Lee Sin,9,3,6,10393,Orianna,4,1,6,8222,Sivir,2,5,3,8482,Lulu,2,1,10,7198,2
2459419503,Kled,1,0,9,8918,Rengar,8,2,7,11516,Katarina,9,3,10,10172,Kog'Maw,5,2,4,9627,Malzahar,4,3,13,8848,Rumble,4,6,2,8499,Gragas,4,5,3,7523,Ryze,0,7,5,6347,Jhin,2,6,5,7706,Janna,0,4,6,5487,1
2459286792,Rumble,6,3,6,12908,Rengar,10,5,4,13959,Ryze,5,2,9,12914,Ezreal,3,2,5,12143,Karma,2,2,11,9256,Ekko,0,4,3,9150,Hecarim,6,6,2,9336,Vladimir,2,5,2,10241,Lucian,5,6,2,10599,Nami,1,5,10,7421,1
2459293877,Yasuo,1,8,3,7788,Rek'Sai,4,5,1,7751,Orianna,1,5,3,8834,Ezreal,1,6,2,7800,Nami,1,6,2,5588,Jayce,4,5,11,11162,Rumble,9,1,12,12918,Talon,10,0,3,13063,Lucian,5,1,11,11802,Thresh,2,1,20,8436,2
2459300148,Shen,4,3,6,12626,Kha'Zix,8,1,6,13824,Syndra,12,4,2,15459,Miss Fortune,1,4,5,11622,Thresh,0,5,8,8404,Renekton,5,5,1,13186,Evelynn,7,2,5,10922,Orianna,4,6,6,12106,Sivir,1,7,4,10576,Janna,0,5,6,7559,1
2459009152,LeBlanc,3,4,0,6502,Warwick,1,5,3,5861,Cassiopeia,2,7,2,6676,Ezreal,2,3,2,7467,Zilean,1,3,2,5226,Kennen,0,2,6,7564,Lee Sin,10,2,5,10306,Viktor,5,1,5,10516,Lucian,4,2,3,9623,Lulu,3,2,6,6331,2
2459003343,Renekton,3,7,7,12029,Olaf,4,6,12,11635,Kennen,7,5,11,13529,Ezreal,15,5,4,16381,Karma,7,4,16,11441,Poppy,5,7,10,11971,Nidalee,9,7,8,13772,Syndra,6,5,11,13034,Kog'Maw,2,8,8,10819,Lulu,5,9,15,10332,1
2457355709,Jax,2,6,0,7151,Elise,1,3,2,6629,Ekko,1,5,3,7245,Lucian,3,4,2,7267,Blitzcrank,0,4,6,5074,Renekton,2,2,6,9564,Hecarim,7,1,3,9931,Vladimir,7,1,4,10872,Caitlyn,4,2,3,10318,Syndra,2,1,6,7579,2
2456465753,Irelia,5,10,5,13441,Graves,5,4,5,12632,Jayce,4,6,5,11821,Caitlyn,5,5,7,13929,Karma,0,6,12,9176,Kled,11,4,11,15787,Elise,1,4,14,11647,Katarina,9,2,13,14516,Ezreal,6,5,10,12710,Lulu,4,4,18,10782,2
2455956442,Vladimir,2,7,7,11809,Rengar,9,8,6,14706,Ahri,10,7,10,14370,Lucian,4,10,12,13118,Blitzcrank,9,12,12,10836,Kled,6,5,15,14518,Gragas,7,6,14,13919,Zed,14,10,6,16451,Caitlyn,14,6,12,17420,Karma,3,7,21,11953,2
2455016637,Nautilus,2,2,13,13448,Nidalee,6,4,5,13244,Zed,10,5,6,14995,Lucian,7,0,7,16013,Malzahar,3,2,7,11039,Vel'Koz,2,10,3,10867,Graves,2,4,0,11620,Vladimir,7,6,1,13358,Ezreal,2,3,0,10830,Thresh,0,5,6,7569,1
2454082156,Fiora,10,8,1,14382,Lee Sin,7,7,12,12644,Xerath,7,6,12,12368,Caitlyn,8,2,18,14670,Thresh,6,5,20,11112,Kled,4,10,11,12146,Elise,11,6,4,13545,Ahri,4,7,6,12124,Lucian,9,7,4,14061,Soraka,0,8,16,9517,1
2452683134,Jarvan IV,4,1,5,9086,Gragas,2,2,9,7223,Vladimir,10,2,4,9700,Lucian,6,4,7,8905,Nami,5,5,13,7331,Renekton,3,4,1,8303,Lee Sin,4,4,2,7063,Cassiopeia,2,7,2,7636,Ezreal,3,6,4,8607,Vel'Koz,2,6,7,6948,1
2450745561,Rumble,5,3,13,11772,Lee Sin,9,6,9,12211,Zed,7,4,4,11181,Ashe,8,3,8,12238,Anivia,1,3,10,8187,Irelia,6,6,2,10159,Kha'Zix,8,6,2,10145,Viktor,2,7,2,9271,Caitlyn,1,5,3,9340,Lulu,2,6,5,7054,1
2443907239,Shen,2,9,6,8712,Nidalee,3,3,4,10683,Pantheon,3,4,6,9506,Caitlyn,5,6,2,10701,Lulu,0,7,6,6938,Gangplank,4,2,10,15217,Zac,2,2,15,10775,Zed,12,5,5,12868,Ezreal,11,0,10,14626,Thresh,0,4,20,8373,2
2443811218,Renekton,5,5,0,11439,Graves,4,4,2,11045,Heimerdinger,1,7,3,8411,Varus,2,4,0,8341,Nami,0,2,5,6360,Gangplank,5,6,6,11001,Lee Sin,3,3,8,9266,Xerath,6,0,9,11541,Jhin,7,2,7,11002,Karma,1,1,11,7448,2
2443346187,Jayce,8,8,15,18891,Elise,9,12,11,17248,Vladimir,13,8,14,17382,Ezreal,10,9,16,17264,Fiddlesticks,7,10,21,15295,Rumble,10,8,14,17418,Shyvana,12,6,13,16971,Zed,9,10,10,16668,Draven,14,11,16,19010,Lulu,2,13,22,12383,1
2443343059,Swain,3,3,10,9443,Rengar,8,3,9,11628,Ekko,4,2,6,9761,Draven,7,2,9,12960,Lulu,4,4,13,8644,Maokai,1,6,5,6613,Hecarim,3,11,7,7893,LeBlanc,4,5,3,8111,Varus,5,3,7,9325,Karma,1,1,9,6208,1
2443340439,Renekton,5,1,4,7807,Rengar,6,1,5,9243,Karma,3,0,7,7435,Caitlyn,9,0,4,9282,Janna,0,1,12,6090,Jayce,1,4,2,5645,Shaco,0,4,1,5018,Ryze,1,5,0,6486,Jhin,1,5,1,5041,Tahm Kench,0,5,1,3808,1
2442954471,Rumble,10,7,12,17865,Lee Sin,7,6,13,14708,Syndra,5,6,7,17725,Ashe,8,9,17,17879,Malzahar,4,8,13,13981,Camille,9,6,15,18199,Vi,4,11,15,14762,Viktor,11,5,10,18564,Twitch,10,8,15,18980,Janna,2,4,28,14168,2
2442848696,Irelia,4,8,5,13500,Rengar,3,8,9,12618,Katarina,16,9,6,16512,Jhin,7,4,9,14533,Malzahar,1,9,14,11166,Renekton,7,6,17,17037,Graves,10,7,13,17789,Orianna,14,4,8,17672,Ezreal,6,5,15,15402,Nami,1,9,20,10651,2
2442863399,Shen,0,4,9,11309,Graves,3,7,8,13130,Katarina,16,8,1,14894,Twitch,6,6,6,14995,Janna,2,4,14,11167,Teemo,7,1,6,16038,Nidalee,8,5,13,16082,Jayce,11,5,11,16609,Sivir,1,7,9,13306,Zyra,2,9,9,11194,2
2442759490,Vladimir,1,3,10,11381,Nidalee,13,4,7,14050,Talon,6,6,4,11327,Varus,8,4,10,12692,Taric,1,4,15,9023,Jayce,5,5,5,10588,Vi,2,7,7,8738,Vel'Koz,6,4,8,11391,Ezreal,6,8,4,9604,Morgana,2,5,9,7601,1
2442770594,Poppy,2,4,5,6973,Rek'Sai,4,7,4,7559,Orianna,4,4,4,9296,Ezreal,3,2,3,7028,Bard,1,7,10,5841,Quinn,6,4,11,10029,Lee Sin,5,4,8,9516,Syndra,11,4,3,11915,Draven,2,0,7,11587,Lulu,0,2,16,7809,2
2442625830,Renekton,5,9,4,14448,Jarvan IV,2,7,14,13018,Ryze,7,6,9,15766,Ezreal,7,5,9,13582,Nami,2,2,18,11663,Gragas,4,1,18,15909,Hecarim,7,4,13,16104,Orianna,12,4,11,20014,Caitlyn,4,6,10,17300,Thresh,2,8,16,11562,2
2442378321,Renekton,7,2,14,14717,Graves,4,4,19,13257,Taliyah,16,5,13,14989,Jhin,6,7,10,11794,Lulu,1,5,22,10948,Vayne,3,8,3,11265,Rek'Sai,5,9,6,13143,Katarina,9,5,2,12425,Caitlyn,3,7,8,12971,Janna,3,5,10,10018,1
2441890026,Nautilus,3,4,11,12814,Nidalee,5,4,12,13911,Jayce,6,2,7,14914,Draven,14,3,8,19385,Nami,1,5,22,11216,Rumble,1,5,7,12903,Kha'Zix,5,6,9,11959,Ryze,6,2,7,14144,Jhin,5,6,7,13254,Thresh,1,10,9,8204,1
2441796546,Jayce,8,1,8,15063,Ivern,4,2,14,11129,Ryze,6,2,11,13717,Varus,3,1,6,11209,Malzahar,1,5,10,8789,Lulu,1,5,3,9491,Lee Sin,2,5,6,8175,Cassiopeia,2,7,1,9459,Jhin,6,3,2,11330,Karma,0,2,9,7451,1
2441823091,Camille,4,3,7,7247,Elise,12,0,4,9367,Yasuo,4,2,3,7242,Jhin,8,0,6,9007,Miss Fortune,1,1,9,6017,Rumble,2,8,0,5235,Lee Sin,0,2,2,5389,Jayce,3,4,2,6109,Varus,1,7,0,4882,Brand,0,8,1,3483,1
2441695042,Kennen,3,6,3,12109,Lee Sin,7,6,6,12033,Ryze,7,5,5,13794,Ezreal,3,4,7,11656,Thresh,2,4,8,8368,Poppy,3,5,8,9323,Jarvan IV,3,4,19,10171,Orianna,15,4,6,14121,Caitlyn,4,3,7,11242,Janna,0,6,14,7495,2
2441681809,Fiora,0,3,0,3768,Hecarim,0,3,0,3130,LeBlanc,2,4,0,4108,Sivir,1,3,0,4980,Nami,0,0,1,3048,Renekton,3,0,3,7342,Elise,4,0,5,7411,Ryze,4,1,2,7144,Varus,1,1,1,6326,Kennen,1,1,2,4514,2
2441572432,Diana,6,8,8,16061,Shaco,12,4,9,17296,Kha'Zix,10,8,8,16070,Jhin,6,5,13,17674,Malzahar,2,8,20,14049,Renekton,13,7,7,19060,Skarner,9,3,9,15291,Cassiopeia,6,12,7,15426,Sivir,3,8,16,14828,Vel'Koz,2,6,14,11246,1
2441497338,Talon,16,14,8,18779,Kha'Zix,12,11,12,17902,Jayce,10,10,18,19660,Jhin,11,12,14,17754,Nami,5,10,34,16701,Camille,17,8,19,21534,Elise,14,11,24,20074,Ahri,11,9,25,20686,Caitlyn,13,14,18,21881,Soraka,2,12,39,15163,2
2441490356,Jayce,9,2,7,14023,Kha'Zix,1,9,3,10160,Orianna,6,6,10,11273,Varus,8,8,8,12896,Janna,0,9,15,8635,Lulu,2,6,8,12234,Olaf,6,2,8,14343,Katarina,16,5,4,14959,Jhin,8,2,11,13170,Thresh,2,9,20,10522,2
2441384062,Fiora,3,5,5,8789,Nidalee,3,6,5,9034,Fizz,8,7,4,9687,Jhin,5,3,4,9511,Nami,1,4,12,6744,Camille,11,2,4,12630,Ivern,3,4,11,9597,Orianna,5,4,9,9463,Kalista,6,7,5,9702,Lulu,0,3,18,8040,2
2441400176,Akali,5,8,1,8434,Elise,2,5,5,9002,Illaoi,5,6,3,9819,Caitlyn,1,5,2,8937,Janna,0,8,4,6165,Gangplank,9,3,7,13180,Olaf,4,5,12,10397,Rumble,10,1,14,13247,Miss Fortune,5,2,11,11049,Pantheon,4,2,7,8214,2
2441337115,Rumble,4,5,4,8346,Olaf,1,4,3,8026,Anivia,0,4,3,7665,Caitlyn,2,2,3,8617,Malzahar,2,3,2,6187,Kennen,4,3,3,9627,Elise,6,2,3,9863,Yasuo,6,3,6,10115,Jhin,1,1,7,8467,Sona,1,0,10,6812,2
2440010402,Gangplank,0,3,1,8574,Kha'Zix,2,4,1,7272,Diana,4,5,1,8686,Kog'Maw,1,5,1,7668,Morgana,1,7,4,5917,Draven,3,0,2,10950,Graves,11,0,4,12171,Orianna,2,2,7,10110,Jhin,5,3,6,10064,Pantheon,3,3,9,8175,2
2439966678,Yasuo,2,10,2,12675,Graves,10,9,8,14553,Ekko,4,11,10,12640,Varus,5,6,9,13746,Bard,3,7,10,10057,Renekton,11,2,17,18011,Vi,9,7,12,13663,Ahri,7,8,17,13472,Jhin,14,3,12,16268,Janna,2,4,26,11073,2
2439954438,Gangplank,3,3,2,9880,Lee Sin,3,2,6,8381,Syndra,4,3,7,9059,Kog'Maw,8,0,5,9869,Janna,0,1,11,6512,Pantheon,3,4,2,6780,Ivern,0,2,4,6106,Darius,3,4,2,7227,Twitch,2,3,0,6322,Morgana,1,5,3,4937,1
2439751490,Rumble,2,7,6,12340,Shaco,5,11,8,10036,Xerath,8,4,3,13049,Varus,3,10,8,10291,Thresh,0,10,9,7794,Gragas,7,3,11,13560,Lee Sin,12,4,14,15547,Ryze,8,5,10,14471,Jhin,4,3,20,14905,Malzahar,11,3,13,13196,2
2439730003,Malphite,4,8,3,13683,Lee Sin,3,6,8,13087,LeBlanc,16,8,1,16567,Varus,7,7,5,14904,Janna,0,5,17,9624,Jayce,6,4,17,15979,Elise,11,5,12,16440,Zed,7,9,2,15806,Ashe,4,8,16,16411,Blitzcrank,6,4,16,13676,2
2439516352,Quinn,8,3,9,14219,Lee Sin,6,5,7,12029,LeBlanc,8,4,6,12466,Ezreal,4,5,5,12750,Tahm Kench,2,7,8,8824,Camille,8,9,7,12903,Rumble,7,3,9,14469,Karma,3,7,8,10520,Miss Fortune,3,2,11,13280,Thresh,3,7,11,9513,2
2439512926,Rumble,10,9,13,17324,Hecarim,4,10,21,14140,Zed,12,7,7,15890,Kog'Maw,8,9,18,15998,Tahm Kench,2,12,20,11263,Fizz,13,6,11,17174,Olaf,4,6,21,15631,Talon,18,7,7,18144,Miss Fortune,7,8,18,16707,Malzahar,5,9,20,13201,2
2439378774,Gangplank,15,7,10,23757,Hecarim,6,7,17,19867,Azir,4,13,8,17178,Varus,3,9,13,18548,Lulu,7,3,17,16481,Maokai,5,8,8,16884,Vi,15,9,10,17120,Orianna,10,2,16,23645,Jhin,7,9,17,18631,Karma,2,7,28,15153,2
2439401819,Gnar,9,5,12,14092,Warwick,6,5,13,13643,Diana,12,4,8,16198,Varus,5,7,9,13688,Morgana,1,6,22,11089,Shen,2,7,13,11052,Hecarim,10,6,9,12243,Ekko,10,6,7,13785,Ezreal,4,7,10,11239,Zyra,1,7,13,9216,1
2439323744,Shen,4,8,21,20659,Kha'Zix,20,10,11,25378,Anivia,9,9,20,21588,Miss Fortune,17,11,13,24167,Zyra,7,19,15,19255,Quinn,23,14,9,26814,Shaco,7,13,17,20982,Vel'Koz,14,7,12,21743,Jhin,11,7,25,23418,Morgana,2,16,24,17326,2
2439292502,Dr. Mundo,2,7,8,13296,Lee Sin,10,6,9,14757,Zed,12,6,6,16255,Varus,11,4,13,17115,Zyra,11,6,15,14820,Fiora,6,8,3,13549,Hecarim,2,8,5,11541,Syndra,10,8,3,14952,Jhin,3,9,6,10874,Brand,8,13,8,12001,1
2439235751,Shen,7,4,5,13118,Hecarim,2,4,8,12189,Cassiopeia,9,2,5,14002,Caitlyn,4,2,6,12795,Morgana,1,5,10,10677,Renekton,2,8,1,11408,Gragas,4,5,6,9512,Ezreal,2,3,5,10260,Jinx,7,4,6,14310,Tahm Kench,2,3,10,8760,1
2439231631,Rumble,4,1,5,7996,Lee Sin,3,4,3,6700,Orianna,4,1,4,8262,Ezreal,2,1,2,6884,Lulu,2,1,5,5597,Jayce,0,3,2,4394,Zac,4,2,2,6163,Ryze,0,5,2,4279,Varus,3,2,2,5209,Blitzcrank,1,3,2,3880,1
2439167742,Riven,0,4,1,7804,Hecarim,3,4,0,7642,Lux,1,3,0,7802,Varus,5,4,6,9570,Malzahar,4,5,7,7804,Renekton,7,0,3,14382,Evelynn,4,1,7,10197,Viktor,5,1,3,11261,Yasuo,3,8,2,9397,Zyra,1,3,1,7139,2
2436907082,Fiora,7,8,1,9448,Kha'Zix,4,7,2,8753,Jayce,1,6,4,9454,Varus,2,7,3,8999,Annie,2,6,6,7336,Shen,4,4,18,11877,Lee Sin,15,3,4,13371,Orianna,6,3,11,11745,Draven,8,3,5,13016,Karma,0,3,18,8510,2
2436924387,Camille,7,9,3,10691,Olaf,3,7,6,9538,Taliyah,4,6,5,10204,Varus,2,5,4,9664,Thresh,0,8,5,6173,Renekton,5,4,6,12514,Elise,7,3,11,11843,Jayce,11,3,8,14499,Ziggs,4,3,15,11862,Malzahar,8,3,16,11359,2
2436910752,Jayce,1,8,4,10811,Shaco,7,5,3,12281,Zed,5,7,5,13672,Jhin,2,8,3,10796,Blitzcrank,4,6,6,9298,Renekton,13,4,10,17543,Ivern,2,3,22,11431,Ekko,9,7,7,12904,Ezreal,9,2,5,14639,Karma,1,3,23,10229,2
2436805574,Poppy,9,9,6,17769,Graves,9,6,12,19217,Cassiopeia,4,6,8,17628,Ezreal,9,6,14,18649,Malzahar,1,7,19,13833,Renekton,8,2,9,21365,Shaco,10,6,9,17880,Swain,7,6,14,17529,Miss Fortune,7,7,15,19250,Thresh,2,11,25,12904,2
2434093079,Camille,3,7,5,10344,Lee Sin,6,7,4,10810,Ekko,7,4,6,12441,Miss Fortune,5,7,5,11814,Karma,0,8,9,8431,Renekton,6,4,8,13265,Ivern,3,2,14,11178,Cassiopeia,13,5,8,14902,Varus,8,6,5,12673,Malzahar,3,4,13,10277,2
2432300416,Jayce,2,8,2,6750,Rengar,7,4,2,9795,Taliyah,0,6,0,6212,Ezreal,3,3,5,8016,Thresh,1,5,7,5313,Gragas,3,1,9,8913,Lee Sin,8,2,8,8992,Cassiopeia,10,1,2,10319,Ashe,1,4,10,7359,Karma,4,5,8,7221,2
2430822935,Kennen,4,4,6,6630,Wukong,3,0,4,7769,Ahri,3,1,1,6315,Jhin,11,0,2,9476,Janna,0,0,12,5743,Camille,2,5,1,4535,Lee Sin,1,5,0,4241,Brand,1,4,1,4313,Ezreal,0,4,0,4073,Lulu,1,3,0,3361,1
2430716454,Renekton,2,7,6,9517,Shaco,9,10,7,11013,Akali,6,12,5,9758,Lucian,4,7,5,10333,Blitzcrank,4,5,9,8435,Jayce,15,2,6,16976,Lee Sin,16,6,9,13331,Ryze,3,8,16,11949,Jhin,4,3,8,11490,Soraka,3,6,18,10283,2
2430649193,Riven,2,7,2,9524,Lee Sin,11,8,3,12043,Cassiopeia,7,6,4,12407,Caitlyn,2,12,5,8937,Karma,2,8,14,8150,Camille,8,6,6,13162,Kha'Zix,7,5,8,13179,LeBlanc,13,5,5,13675,Ezreal,7,3,9,15033,Miss Fortune,6,5,12,11471,2
2430643033,Jayce,8,7,8,12830,Graves,6,5,7,12768,LeBlanc,9,4,2,12163,Varus,4,5,11,11760,Poppy,2,4,11,9060,Camille,6,7,8,9770,Nidalee,5,4,5,9964,Corki,8,6,4,10825,Ashe,3,8,8,9963,Nami,3,4,14,8289,1
2430582693,Rumble,9,14,18,18052,Nidalee,15,5,16,20815,Jayce,9,15,12,18437,Vayne,13,10,11,20003,Pantheon,6,14,24,15037,Renekton,8,9,13,18580,Rengar,11,11,13,18101,Talon,24,8,7,20116,Varus,11,9,17,17849,Brand,4,15,21,14560,1
2430143932,Shen,8,4,12,16296,Elise,12,8,9,14823,Ryze,10,8,4,14554,Jhin,1,6,14,14091,Karma,3,4,9,10958,Maokai,0,6,8,13336,Graves,8,5,7,18377,LeBlanc,8,11,8,16077,Draven,14,7,8,22548,Janna,0,5,20,13230,2
2429415256,Kennen,7,5,3,14067,Nidalee,3,3,12,14100,Corki,8,1,8,15475,Miss Fortune,11,6,8,15746,Lulu,0,2,18,10189,Vladimir,3,2,5,14227,Elise,5,5,3,11204,Zed,6,8,5,12185,Ezreal,3,6,5,11011,Soraka,0,8,8,8098,1
2427582085,Fiora,2,10,9,14282,Rek'Sai,8,5,14,16230,Ekko,13,8,8,17690,Jhin,8,8,8,16453,Bard,2,8,12,11174,Camille,12,6,8,17836,Shaco,9,8,11,14838,Cassiopeia,7,10,6,14832,Ezreal,8,8,8,14744,Thresh,3,1,19,11342,1
2427445879,Teemo,1,10,4,10461,Graves,5,4,3,13146,Zed,5,4,5,11657,Jhin,2,7,5,10785,Morgana,2,8,4,8573,Malzahar,7,1,6,14287,Lee Sin,7,2,10,13242,Jayce,9,3,11,14319,Varus,8,7,8,14368,Leona,2,2,15,10577,2
2426886143,Jayce,8,5,7,15356,Elise,6,7,10,12405,Gangplank,13,3,5,18098,Varus,9,9,15,14081,Lulu,1,3,29,11073,Maokai,6,6,11,11930,Lee Sin,6,9,7,10752,Ryze,6,8,6,11267,Jhin,7,8,8,11574,Karma,2,6,15,8697,1
2426903654,Pantheon,6,13,4,10749,Shaco,6,7,2,12119,Syndra,2,2,5,12951,Jhin,3,3,4,11865,Lulu,0,5,7,8635,Fiora,8,4,14,14445,Nidalee,11,2,3,16197,Zed,4,5,7,13188,Miss Fortune,7,4,6,13984,Janna,0,2,14,9433,2
2426881469,Camille,12,7,9,12098,Lee Sin,3,5,11,8785,Jayce,13,2,3,12614,Jhin,3,3,7,10206,Lulu,1,3,11,7422,Talon,12,9,2,11297,Graves,3,8,8,10360,Corki,2,5,4,8530,Ashe,2,4,4,8955,Soraka,1,6,4,6773,1
2426658729,Camille,9,4,4,12516,Elise,5,7,8,10719,Ryze,5,5,3,10249,Caitlyn,2,5,4,9760,Karma,0,7,7,6707,Fiora,4,3,3,10672,Ivern,4,4,11,9874,Syndra,10,5,5,12219,Varus,7,4,9,11133,Malzahar,3,5,11,8340,2
2426675380,Sion,2,4,4,8940,Kha'Zix,4,7,2,8795,Zilean,4,7,2,9069,Jhin,3,7,4,9051,Malzahar,1,7,2,6420,Renekton,9,4,4,14866,Rengar,6,2,9,12530,Brand,11,2,6,12456,Varus,4,4,12,11391,Blitzcrank,1,2,15,8632,2
2426559644,Diana,4,7,5,12214,Kha'Zix,14,6,1,14186,Malzahar,2,6,8,11860,Ashe,1,7,11,11321,Zyra,1,7,10,9561,Camille,9,4,8,15879,Jarvan IV,8,5,13,13306,Ekko,9,7,4,13337,Ezreal,5,3,7,12976,Lulu,2,3,19,10723,2
2426534411,Rumble,9,1,9,15708,Ekko,8,3,9,13615,Corki,5,3,16,13559,Varus,14,6,12,14542,Miss Fortune,3,10,15,12171,Yasuo,6,11,3,10974,Lee Sin,8,7,8,11308,Orianna,3,5,8,11329,Sivir,4,10,8,11674,Karma,2,6,12,9162,1
2426489305,Maokai,1,7,1,5910,Rengar,3,5,4,8066,Ekko,4,4,0,7003,Yasuo,0,6,3,5814,Zyra,2,1,2,5540,Camille,11,3,3,10916,Lee Sin,6,0,5,8004,Orianna,3,2,6,8207,Corki,2,3,4,6934,Karma,1,2,7,5883,2
2426299115,Swain,4,4,3,7425,Lee Sin,3,9,1,6718,Gangplank,4,2,3,9348,Jhin,1,10,6,6598,Vel'Koz,4,7,4,5915,Camille,5,5,5,9236,Hecarim,5,3,6,9781,LeBlanc,12,1,5,9798,Ezreal,9,3,3,10393,Miss Fortune,1,4,10,6191,2
2425707604,Rumble,3,4,6,13911,Elise,3,4,9,12330,Zed,9,3,5,15438,Tristana,2,2,9,15788,Lulu,2,4,10,10521,Shen,5,3,4,13090,Ivern,3,6,10,10414,Jayce,7,4,6,13421,Vayne,2,5,7,12267,Nami,0,1,11,8490,1
2425683048,Rumble,12,2,12,15473,Evelynn,21,1,8,16249,Twisted Fate,7,3,15,14332,Jhin,3,4,6,11069,Lulu,2,4,23,10687,Yasuo,2,11,2,9515,Elise,4,10,3,8890,Jayce,6,9,2,10209,Sivir,2,5,3,11900,Karma,0,10,8,7392,1
2425576600,Camille,5,6,12,20054,Shaco,13,7,9,17927,Yasuo,8,9,0,19118,Ezreal,3,5,4,17991,Janna,0,6,14,13979,Shen,5,5,11,17488,Rek'Sai,9,4,9,18542,Corki,4,8,12,17493,Jhin,10,7,6,18854,Thresh,5,5,17,13291,1
2425149434,Irelia,2,4,3,8310,Amumu,2,2,3,6834,Ekko,3,4,1,7464,Jhin,3,4,1,8410,Malzahar,1,4,3,5858,Diana,4,3,4,8644,Gragas,7,0,5,9670,Zed,5,3,2,9429,Caitlyn,1,3,5,8076,Lulu,1,2,9,6549,2
2425143233,Swain,8,6,8,14351,Ivern,2,0,23,12950,Diana,10,5,9,13744,Miss Fortune,9,1,11,15771,Nami,4,5,23,11734,Teemo,4,5,6,11053,Graves,4,7,7,12307,Ryze,6,9,3,11715,Jhin,3,4,7,13198,Karma,0,8,8,8569,1
2425118690,Nautilus,2,8,9,10216,Nidalee,7,7,7,12517,LeBlanc,7,8,4,10959,Caitlyn,5,1,5,12989,Braum,0,1,10,8075,Fiora,8,4,2,15087,Rumble,2,3,14,12903,Corki,7,4,9,13983,Varus,7,5,7,13503,Blitzcrank,1,5,6,8818,2
2425050675,Teemo,4,4,9,13676,Riven,6,6,9,14513,Katarina,12,9,6,15927,Miss Fortune,8,6,10,16298,Karma,3,6,19,12254,Camille,13,5,6,16101,Ivern,3,3,20,11602,Lissandra,2,10,9,14083,Draven,8,9,10,14455,Braum,5,6,20,11409,1
