2472279392,1,10,7,10784,5,5,4,11686,4,10,5,11324,3,7,5,11230,1,9,6,8655,17,2,13,18453,7,4,20,12965,12,3,12,14936,2,1,2,8070,3,4,28,10378,2
2472264971,3,5,5,7792,3,6,2,7643,5,4,2,8160,5,10,7,9179,2,8,4,7073,1,3,7,8665,13,4,5,10771,11,3,5,11882,6,3,13,10975,2,5,17,8044,2
2466395770,6,5,6,15016,4,7,10,14671,6,5,9,14176,4,4,7,13542,6,4,11,11960,2,6,11,13954,6,5,3,15050,9,4,6,17280,6,6,5,17307,2,5,11,11684,2
2466287821,0,7,2,5572,4,4,3,7299,4,6,1,6491,3,3,3,8064,1,3,6,5072,7,2,3,9302,4,2,9,8284,7,2,6,9145,5,2,5,8616,0,4,7,5172,2
2466283601,8,4,10,16161,1,10,12,14125,13,7,5,20227,10,8,11,18158,1,8,19,11772,7,10,8,16032,12,6,9,18134,4,6,17,16705,9,6,13,18036,5,5,20,12594,1
2466300160,6,4,2,12201,8,3,11,12120,11,0,8,18764,6,4,8,12614,3,4,16,11753,1,7,7,8929,7,6,6,10890,5,5,3,12368,2,9,0,10097,0,7,4,6891,1
2466245050,8,2,6,10531,3,1,10,9136,6,3,8,11063,9,3,10,11484,5,3,12,8379,4,5,2,7756,2,8,4,7253,3,6,3,9128,3,6,3,8120,0,6,5,5939,1
2461768511,5,4,8,8262,9,2,7,9411,6,0,7,8891,6,1,7,9651,3,1,16,7093,1,4,4,6557,5,5,0,8337,0,6,1,6113,1,7,0,6742,1,7,2,5542,1
2461579328,1,8,5,7969,7,7,4,9990,3,8,4,9489,4,7,8,10199,2,8,7,7104,14,3,5,15424,13,3,13,14967,5,3,19,12908,6,3,15,14405,0,5,21,9097,2
2461595039,0,6,0,6149,1,2,2,6031,2,6,2,6978,3,3,4,7632,2,4,4,5162,11,0,3,10949,4,3,3,8429,5,0,5,9251,1,2,5,8029,0,3,4,5789,2
2459496511,4,7,13,12421,10,3,18,16379,11,3,11,15687,8,3,14,14055,3,3,15,10732,6,7,6,11553,2,9,9,10244,10,7,2,14962,1,7,8,11561,0,6,12,8405,1
2459482152,0,2,1,6841,7,4,4,9400,2,7,2,6844,2,8,3,7355,1,1,4,5315,5,2,3,9214,9,3,6,10393,4,1,6,8222,2,5,3,8482,2,1,10,7198,2
2459419503,1,0,9,8918,8,2,7,11516,9,3,10,10172,5,2,4,9627,4,3,13,8848,4,6,2,8499,4,5,3,7523,0,7,5,6347,2,6,5,7706,0,4,6,5487,1
2459286792,6,3,6,12908,10,5,4,13959,5,2,9,12914,3,2,5,12143,2,2,11,9256,0,4,3,9150,6,6,2,9336,2,5,2,10241,5,6,2,10599,1,5,10,7421,1
2459293877,1,8,3,7788,4,5,1,7751,1,5,3,8834,1,6,2,7800,1,6,2,5588,4,5,11,11162,9,1,12,12918,10,0,3,13063,5,1,11,11802,2,1,20,8436,2
2459300148,4,3,6,12626,8,1,6,13824,12,4,2,15459,1,4,5,11622,0,5,8,8404,5,5,1,13186,7,2,5,10922,4,6,6,12106,1,7,4,10576,0,5,6,7559,1
2459009152,3,4,0,6502,1,5,3,5861,2,7,2,6676,2,3,2,7467,1,3,2,5226,0,2,6,7564,10,2,5,10306,5,1,5,10516,4,2,3,9623,3,2,6,6331,2
2459003343,3,7,7,12029,4,6,12,11635,7,5,11,13529,15,5,4,16381,7,4,16,11441,5,7,10,11971,9,7,8,13772,6,5,11,13034,2,8,8,10819,5,9,15,10332,1
2457355709,2,6,0,7151,1,3,2,6629,1,5,3,7245,3,4,2,7267,0,4,6,5074,2,2,6,9564,7,1,3,9931,7,1,4,10872,4,2,3,10318,2,1,6,7579,2
2456465753,5,10,5,13441,5,4,5,12632,4,6,5,11821,5,5,7,13929,0,6,12,9176,11,4,11,15787,1,4,14,11647,9,2,13,14516,6,5,10,12710,4,4,18,10782,2
2455956442,2,7,7,11809,9,8,6,14706,10,7,10,14370,4,10,12,13118,9,12,12,10836,6,5,15,14518,7,6,14,13919,14,10,6,16451,14,6,12,17420,3,7,21,11953,2
2455016637,2,2,13,13448,6,4,5,13244,10,5,6,14995,7,0,7,16013,3,2,7,11039,2,10,3,10867,2,4,0,11620,7,6,1,13358,2,3,0,10830,0,5,6,7569,1
2454082156,10,8,1,14382,7,7,12,12644,7,6,12,12368,8,2,18,14670,6,5,20,11112,4,10,11,12146,11,6,4,13545,4,7,6,12124,9,7,4,14061,0,8,16,9517,1
2452683134,4,1,5,9086,2,2,9,7223,10,2,4,9700,6,4,7,8905,5,5,13,7331,3,4,1,8303,4,4,2,7063,2,7,2,7636,3,6,4,8607,2,6,7,6948,1
2450745561,5,3,13,11772,9,6,9,12211,7,4,4,11181,8,3,8,12238,1,3,10,8187,6,6,2,10159,8,6,2,10145,2,7,2,9271,1,5,3,9340,2,6,5,7054,1
2443907239,2,9,6,8712,3,3,4,10683,3,4,6,9506,5,6,2,10701,0,7,6,6938,4,2,10,15217,2,2,15,10775,12,5,5,12868,11,0,10,14626,0,4,20,8373,2
2443811218,5,5,0,11439,4,4,2,11045,1,7,3,8411,2,4,0,8341,0,2,5,6360,5,6,6,11001,3,3,8,9266,6,0,9,11541,7,2,7,11002,1,1,11,7448,2
2443346187,8,8,15,18891,9,12,11,17248,13,8,14,17382,10,9,16,17264,7,10,21,15295,10,8,14,17418,12,6,13,16971,9,10,10,16668,14,11,16,19010,2,13,22,12383,1
2443343059,3,3,10,9443,8,3,9,11628,4,2,6,9761,7,2,9,12960,4,4,13,8644,1,6,5,6613,3,11,7,7893,4,5,3,8111,5,3,7,9325,1,1,9,6208,1
2443340439,5,1,4,7807,6,1,5,9243,3,0,7,7435,9,0,4,9282,0,1,12,6090,1,4,2,5645,0,4,1,5018,1,5,0,6486,1,5,1,5041,0,5,1,3808,1
2442954471,10,7,12,17865,7,6,13,14708,5,6,7,17725,8,9,17,17879,4,8,13,13981,9,6,15,18199,4,11,15,14762,11,5,10,18564,10,8,15,18980,2,4,28,14168,2
2442848696,4,8,5,13500,3,8,9,12618,16,9,6,16512,7,4,9,14533,1,9,14,11166,7,6,17,17037,10,7,13,17789,14,4,8,17672,6,5,15,15402,1,9,20,10651,2
2442863399,0,4,9,11309,3,7,8,13130,16,8,1,14894,6,6,6,14995,2,4,14,11167,7,1,6,16038,8,5,13,16082,11,5,11,16609,1,7,9,13306,2,9,9,11194,2
2442759490,1,3,10,11381,13,4,7,14050,6,6,4,11327,8,4,10,12692,1,4,15,9023,5,5,5,10588,2,7,7,8738,6,4,8,11391,6,8,4,9604,2,5,9,7601,1
2442770594,2,4,5,6973,4,7,4,7559,4,4,4,9296,3,2,3,7028,1,7,10,5841,6,4,11,10029,5,4,8,9516,11,4,3,11915,2,0,7,11587,0,2,16,7809,2
2442625830,5,9,4,14448,2,7,14,13018,7,6,9,15766,7,5,9,13582,2,2,18,11663,4,1,18,15909,7,4,13,16104,12,4,11,20014,4,6,10,17300,2,8,16,11562,2
2442378321,7,2,14,14717,4,4,19,13257,16,5,13,14989,6,7,10,11794,1,5,22,10948,3,8,3,11265,5,9,6,13143,9,5,2,12425,3,7,8,12971,3,5,10,10018,1
2441890026,3,4,11,12814,5,4,12,13911,6,2,7,14914,14,3,8,19385,1,5,22,11216,1,5,7,12903,5,6,9,11959,6,2,7,14144,5,6,7,13254,1,10,9,8204,1
2441796546,8,1,8,15063,4,2,14,11129,6,2,11,13717,3,1,6,11209,1,5,10,8789,1,5,3,9491,2,5,6,8175,2,7,1,9459,6,3,2,11330,0,2,9,7451,1
2441823091,4,3,7,7247,12,0,4,9367,4,2,3,7242,8,0,6,9007,1,1,9,6017,2,8,0,5235,0,2,2,5389,3,4,2,6109,1,7,0,4882,0,8,1,3483,1
2441695042,3,6,3,12109,7,6,6,12033,7,5,5,13794,3,4,7,11656,2,4,8,8368,3,5,8,9323,3,4,19,10171,15,4,6,14121,4,3,7,11242,0,6,14,7495,2
2441681809,0,3,0,3768,0,3,0,3130,2,4,0,4108,1,3,0,4980,0,0,1,3048,3,0,3,7342,4,0,5,7411,4,1,2,7144,1,1,1,6326,1,1,2,4514,2
2441572432,6,8,8,16061,12,4,9,17296,10,8,8,16070,6,5,13,17674,2,8,20,14049,13,7,7,19060,9,3,9,15291,6,12,7,15426,3,8,16,14828,2,6,14,11246,1
2441497338,16,14,8,18779,12,11,12,17902,10,10,18,19660,11,12,14,17754,5,10,34,16701,17,8,19,21534,14,11,24,20074,11,9,25,20686,13,14,18,21881,2,12,39,15163,2
2441490356,9,2,7,14023,1,9,3,10160,6,6,10,11273,8,8,8,12896,0,9,15,8635,2,6,8,12234,6,2,8,14343,16,5,4,14959,8,2,11,13170,2,9,20,10522,2
2441384062,3,5,5,8789,3,6,5,9034,8,7,4,9687,5,3,4,9511,1,4,12,6744,11,2,4,12630,3,4,11,9597,5,4,9,9463,6,7,5,9702,0,3,18,8040,2
2441400176,5,8,1,8434,2,5,5,9002,5,6,3,9819,1,5,2,8937,0,8,4,6165,9,3,7,13180,4,5,12,10397,10,1,14,13247,5,2,11,11049,4,2,7,8214,2
2441337115,4,5,4,8346,1,4,3,8026,0,4,3,7665,2,2,3,8617,2,3,2,6187,4,3,3,9627,6,2,3,9863,6,3,6,10115,1,1,7,8467,1,0,10,6812,2
2440010402,0,3,1,8574,2,4,1,7272,4,5,1,8686,1,5,1,7668,1,7,4,5917,3,0,2,10950,11,0,4,12171,2,2,7,10110,5,3,6,10064,3,3,9,8175,2
2439966678,2,10,2,12675,10,9,8,14553,4,11,10,12640,5,6,9,13746,3,7,10,10057,11,2,17,18011,9,7,12,13663,7,8,17,13472,14,3,12,16268,2,4,26,11073,2
2439954438,3,3,2,9880,3,2,6,8381,4,3,7,9059,8,0,5,9869,0,1,11,6512,3,4,2,6780,0,2,4,6106,3,4,2,7227,2,3,0,6322,1,5,3,4937,1
2439751490,2,7,6,12340,5,11,8,10036,8,4,3,13049,3,10,8,10291,0,10,9,7794,7,3,11,13560,12,4,14,15547,8,5,10,14471,4,3,20,14905,11,3,13,13196,2
2439730003,4,8,3,13683,3,6,8,13087,16,8,1,16567,7,7,5,14904,0,5,17,9624,6,4,17,15979,11,5,12,16440,7,9,2,15806,4,8,16,16411,6,4,16,13676,2
2439516352,8,3,9,14219,6,5,7,12029,8,4,6,12466,4,5,5,12750,2,7,8,8824,8,9,7,12903,7,3,9,14469,3,7,8,10520,3,2,11,13280,3,7,11,9513,2
2439512926,10,9,13,17324,4,10,21,14140,12,7,7,15890,8,9,18,15998,2,12,20,11263,13,6,11,17174,4,6,21,15631,18,7,7,18144,7,8,18,16707,5,9,20,13201,2
2439378774,15,7,10,23757,6,7,17,19867,4,13,8,17178,3,9,13,18548,7,3,17,16481,5,8,8,16884,15,9,10,17120,10,2,16,23645,7,9,17,18631,2,7,28,15153,2
2439401819,9,5,12,14092,6,5,13,13643,12,4,8,16198,5,7,9,13688,1,6,22,11089,2,7,13,11052,10,6,9,12243,10,6,7,13785,4,7,10,11239,1,7,13,9216,1
2439323744,4,8,21,20659,20,10,11,25378,9,9,20,21588,17,11,13,24167,7,19,15,19255,23,14,9,26814,7,13,17,20982,14,7,12,21743,11,7,25,23418,2,16,24,17326,2
2439292502,2,7,8,13296,10,6,9,14757,12,6,6,16255,11,4,13,17115,11,6,15,14820,6,8,3,13549,2,8,5,11541,10,8,3,14952,3,9,6,10874,8,13,8,12001,1
