2457408302,50041808,100,PLATINUM,mid,Karma,3,7,3,6735,FALSE,3/23/2017 3:22
2457408302,43937405,100,DIAMOND,jg,Fiddlesticks,4,2,3,6110,FALSE,3/23/2017 3:22
2457408302,21704738,100,PLATINUM,adc,Draven,2,7,6,7099,FALSE,3/23/2017 3:22
2457408302,31568472,100,DIAMOND,sup,Bard,3,8,3,5698,FALSE,3/23/2017 3:22
2457408302,45812264,100,GOLD,top,Trundle,1,8,1,5983,FALSE,3/23/2017 3:22
2457408302,58644214,200,DIAMOND,jg,Graves,2,0,8,9038,TRUE,3/23/2017 3:22
2457408302,27739834,200,PLATINUM,top,Olaf,16,1,6,14361,TRUE,3/23/2017 3:22
2457408302,46039090,200,PLATINUM,mid,Twisted Fate,6,4,9,9983,TRUE,3/23/2017 3:22
2457408302,48382998,200,DIAMOND,sup,Nami,5,3,12,8267,TRUE,3/23/2017 3:22
2457408302,75959126,200,PLATINUM,adc,Kalista,3,5,6,8981,TRUE,3/23/2017 3:22
2452084299,31500485,100,DIAMOND,sup,Blitzcrank,1,5,3,5024,FALSE,3/16/2017 5:14
2452084299,25334835,100,GOLD,top,Irelia,1,5,1,6193,FALSE,3/16/2017 5:14
2452084299,31540790,100,PLATINUM,adc,Jhin,0,6,6,6802,FALSE,3/16/2017 5:14
2452084299,27439370,100,PLATINUM,mid,Zed,4,7,3,7280,FALSE,3/16/2017 5:14
2452084299,38317635,100,DIAMOND,jg,Sejuani,4,2,2,7192,FALSE,3/16/2017 5:14
2452084299,27739834,200,PLATINUM,top,Olaf,7,2,2,9921,TRUE,3/16/2017 5:14
2452084299,26355664,200,PLATINUM,mid,Yasuo,4,4,4,9228,TRUE,3/16/2017 5:14
2452084299,21825441,200,DIAMOND,jg,Lee Sin,5,1,5,8129,TRUE,3/16/2017 5:14
2452084299,35932075,200,PLATINUM,sup,Lulu,0,2,12,6543,TRUE,3/16/2017 5:14
2452084299,43741216,200,PLATINUM,adc,Kog'Maw,9,1,2,10635,TRUE,3/16/2017 5:14
2452080095,28685378,100,PLATINUM,sup,Thresh,4,2,25,10916,TRUE,3/16/2017 4:35
2452080095,46164599,100,PLATINUM,jg,Quinn,7,5,9,12261,TRUE,3/16/2017 4:35
2452080095,31847122,100,DIAMOND,mid,Ahri,4,2,11,12506,TRUE,3/16/2017 4:35
2452080095,24492481,100,PLATINUM,adc,Caitlyn,11,3,13,15348,TRUE,3/16/2017 4:35
2452080095,29343303,100,GOLD,top,Olaf,13,6,6,15632,TRUE,3/16/2017 4:35
2452080095,27739834,200,PLATINUM,mid,Morgana,3,5,7,10681,FALSE,3/16/2017 4:35
2452080095,26355664,200,PLATINUM,adc,Lucian,9,9,1,12389,FALSE,3/16/2017 4:35
2452080095,21825441,200,DIAMOND,sup,Bard,0,10,11,7768,FALSE,3/16/2017 4:35
2452080095,27439370,200,PLATINUM,top,Zed,3,8,5,10123,FALSE,3/16/2017 4:35
2452080095,38317635,200,DIAMOND,jg,Jarvan IV,3,7,7,10123,FALSE,3/16/2017 4:35
2447050762,43503581,100,GOLD,top,Sion,2,3,8,11456,TRUE,3/10/2017 4:54
2447050762,23697462,100,UNRANKED,adc,Lucian,15,4,6,16043,TRUE,3/10/2017 4:54
2447050762,68290959,100,GOLD,sup,Morgana,3,6,15,10923,TRUE,3/10/2017 4:54
2447050762,30930742,100,UNRANKED,mid,Orianna,5,5,17,14005,TRUE,3/10/2017 4:54
2447050762,23670342,100,PLATINUM,jg,Lee Sin,10,5,10,13504,TRUE,3/10/2017 4:54
2447050762,27739834,200,PLATINUM,top,Olaf,5,9,1,11865,FALSE,3/10/2017 4:54
2447050762,30147509,200,PLATINUM,adc,Miss Fortune,3,5,6,9778,FALSE,3/10/2017 4:54
2447050762,22070624,200,PLATINUM,jg,Graves,12,6,4,13897,FALSE,3/10/2017 4:54
2447050762,21825441,200,DIAMOND,mid,Zed,2,9,8,10211,FALSE,3/10/2017 4:54
2447050762,37298176,200,GOLD,sup,Zyra,1,6,11,8850,FALSE,3/10/2017 4:54
2446229584,77169173,100,DIAMOND,sup,Bard,5,2,19,11323,TRUE,3/9/2017 5:18
2446229584,19024580,100,DIAMOND,mid,Anivia,14,4,5,15311,TRUE,3/9/2017 5:18
2446229584,43690575,100,DIAMOND,jg,Hecarim,8,7,12,14098,TRUE,3/9/2017 5:18
2446229584,58520367,100,DIAMOND,top,Nautilus,3,4,8,11839,TRUE,3/9/2017 5:18
